Nr,Navn,Antal,Pr. 1 000,År,køn
1,Frida,425,15,2023,Pige
2,Luna,412,15,2023,Pige
3,Ella,410,15,2023,Pige
4,Alma,409,15,2023,Pige
5,Emma,402,15,2023,Pige
6,Sofia,397,14,2023,Pige
7,Olivia,395,14,2023,Pige
8,Agnes,392,14,2023,Pige
9,Ida,391,14,2023,Pige
10,Karla,381,14,2023,Pige
11,Ellie,380,14,2023,Pige
12,Clara,379,14,2023,Pige
13,Freja,343,12,2023,Pige
14,Nora,331,12,2023,Pige
15,Lily,326,12,2023,Pige
16,Alberte,316,11,2023,Pige
17,Esther,316,11,2023,Pige
18,Asta,296,11,2023,Pige
19,Ellen,284,10,2023,Pige
20,Anna,282,10,2023,Pige
21,Aya,246,9,2023,Pige
22,Isabella,228,8,2023,Pige
23,Lærke,213,8,2023,Pige
24,Astrid,212,8,2023,Pige
25,Saga,210,8,2023,Pige
26,Hannah,209,8,2023,Pige
27,Mathilde,207,7,2023,Pige
28,Josefine,205,7,2023,Pige
29,Laura,203,7,2023,Pige
30,Vilma,200,7,2023,Pige
31,Emily,197,7,2023,Pige
32,Liva,197,7,2023,Pige
33,Maja,196,7,2023,Pige
34,Vera,187,7,2023,Pige
35,Marie,181,7,2023,Pige
36,Leonora,178,6,2023,Pige
37,Mille,178,6,2023,Pige
38,Andrea,173,6,2023,Pige
39,Solveig,166,6,2023,Pige
40,Molly,164,6,2023,Pige
41,Victoria,163,6,2023,Pige
42,Merle,149,5,2023,Pige
43,Lea,148,5,2023,Pige
44,Liv,146,5,2023,Pige
45,Eva,140,5,2023,Pige
46,Ingrid,140,5,2023,Pige
47,Elina,137,5,2023,Pige
48,Rosa,137,5,2023,Pige
49,Gry,130,5,2023,Pige
50,Sofie,125,5,2023,Pige
1,Ella,442,16,2022,Pige
2,Freja,413,15,2022,Pige
3,Alma,409,15,2022,Pige
4,Frida,403,14,2022,Pige
5,Agnes,389,14,2022,Pige
6,Luna,383,14,2022,Pige
7,Ida,381,14,2022,Pige
8,Nora,378,13,2022,Pige
9,Olivia,377,13,2022,Pige
10,Sofia,376,13,2022,Pige
11,Emma,375,13,2022,Pige
12,Clara,361,13,2022,Pige
13,Asta,358,13,2022,Pige
14,Alberte,337,12,2022,Pige
15,Karla,337,12,2022,Pige
16,Lily,321,11,2022,Pige
17,Ellie,320,11,2022,Pige
18,Anna,315,11,2022,Pige
19,Ellen,303,11,2022,Pige
20,Esther,292,10,2022,Pige
21,Astrid,238,8,2022,Pige
22,Isabella,235,8,2022,Pige
23,Lærke,234,8,2022,Pige
24,Josefine,231,8,2022,Pige
25,Laura,226,8,2022,Pige
26,Mathilde,220,8,2022,Pige
27,Emily,215,8,2022,Pige
28,Mille,215,8,2022,Pige
29,Merle,207,7,2022,Pige
30,Saga,201,7,2022,Pige
31,Victoria,199,7,2022,Pige
32,Aya,197,7,2022,Pige
33,Maja,197,7,2022,Pige
34,Marie,192,7,2022,Pige
35,Vera,191,7,2022,Pige
36,Leonora,181,6,2022,Pige
37,Hannah,179,6,2022,Pige
38,Vilma,176,6,2022,Pige
39,Andrea,165,6,2022,Pige
40,Liva,160,6,2022,Pige
41,Liv,159,6,2022,Pige
42,Elina,158,6,2022,Pige
43,Lea,156,6,2022,Pige
44,Molly,156,6,2022,Pige
45,Gry,153,5,2022,Pige
46,Eva,151,5,2022,Pige
47,Johanne,149,5,2022,Pige
48,Ingrid,146,5,2022,Pige
49,Rosa,146,5,2022,Pige
50,Emilie,137,5,2022,Pige
1,Alma,482,16,2021,Pige
2,Ida,474,15,2021,Pige
3,Clara,437,14,2021,Pige
4,Ella,436,14,2021,Pige
5,Olivia,428,14,2021,Pige
6,Freja,425,14,2021,Pige
7,Emma,420,14,2021,Pige
8,Luna,411,13,2021,Pige
9,Agnes,410,13,2021,Pige
10,Nora,398,13,2021,Pige
11,Karla,393,13,2021,Pige
12,Sofia,393,13,2021,Pige
13,Anna,387,13,2021,Pige
14,Ellie,370,12,2021,Pige
15,Asta,356,12,2021,Pige
16,Lily,356,12,2021,Pige
17,Alberte,353,12,2021,Pige
18,Frida,313,10,2021,Pige
19,Josefine,306,10,2021,Pige
20,Laura,299,10,2021,Pige
21,Esther,297,10,2021,Pige
22,Ellen,287,9,2021,Pige
23,Astrid,267,9,2021,Pige
24,Isabella,259,8,2021,Pige
25,Saga,245,8,2021,Pige
26,Aya,242,8,2021,Pige
27,Lærke,237,8,2021,Pige
28,Marie,223,7,2021,Pige
29,Liva,220,7,2021,Pige
30,Hannah,219,7,2021,Pige
31,Mathilde,214,7,2021,Pige
32,Maja,213,7,2021,Pige
33,Vilma,213,7,2021,Pige
34,Merle,209,7,2021,Pige
35,Victoria,205,7,2021,Pige
36,Mille,199,6,2021,Pige
37,Liv,190,6,2021,Pige
38,Emily,189,6,2021,Pige
39,Sofie,183,6,2021,Pige
40,Leonora,178,6,2021,Pige
41,Molly,178,6,2021,Pige
42,Lea,176,6,2021,Pige
43,Andrea,175,6,2021,Pige
44,Gry,172,6,2021,Pige
45,Emilie,167,5,2021,Pige
46,Vera,161,5,2021,Pige
47,Rosa,156,5,2021,Pige
48,Alva,153,5,2021,Pige
49,Elina,148,5,2021,Pige
50,Johanne,147,5,2021,Pige
1,Alma,514,17,2020,Pige
2,Agnes,456,15,2020,Pige
3,Ella,448,15,2020,Pige
4,Freja,439,15,2020,Pige
5,Clara,432,15,2020,Pige
6,Emma,432,15,2020,Pige
7,Sofia,423,14,2020,Pige
8,Karla,398,13,2020,Pige
9,Anna,375,13,2020,Pige
10,Ellie,363,12,2020,Pige
11,Olivia,363,12,2020,Pige
12,Alberte,359,12,2020,Pige
13,Nora,359,12,2020,Pige
14,Asta,357,12,2020,Pige
15,Laura,347,12,2020,Pige
16,Josefine,345,12,2020,Pige
17,Ida,341,12,2020,Pige
18,Luna,339,11,2020,Pige
19,Frida,331,11,2020,Pige
20,Lily,314,11,2020,Pige
21,Ellen,300,10,2020,Pige
22,Mathilde,286,10,2020,Pige
23,Astrid,270,9,2020,Pige
24,Isabella,255,9,2020,Pige
25,Aya,231,8,2020,Pige
26,Esther,227,8,2020,Pige
27,Lærke,219,7,2020,Pige
28,Maja,219,7,2020,Pige
29,Emily,217,7,2020,Pige
30,Andrea,216,7,2020,Pige
31,Victoria,209,7,2020,Pige
32,Liva,208,7,2020,Pige
33,Marie,204,7,2020,Pige
34,Vilma,197,7,2020,Pige
35,Saga,191,6,2020,Pige
36,Mille,188,6,2020,Pige
37,Sofie,185,6,2020,Pige
38,Emilie,183,6,2020,Pige
39,Leonora,174,6,2020,Pige
40,Rosa,172,6,2020,Pige
41,Liv,171,6,2020,Pige
42,Merle,171,6,2020,Pige
43,Hannah,162,5,2020,Pige
44,Lea,161,5,2020,Pige
45,Molly,160,5,2020,Pige
46,Alba,156,5,2020,Pige
47,Sara,153,5,2020,Pige
48,Gry,149,5,2020,Pige
49,Alva,146,5,2020,Pige
50,Johanne,145,5,2020,Pige
1,Emma,486,16,2019,Pige
2,Alma,453,15,2019,Pige
3,Clara,438,15,2019,Pige
4,Freja,438,15,2019,Pige
5,Sofia,434,15,2019,Pige
6,Karla,403,14,2019,Pige
7,Agnes,399,14,2019,Pige
8,Ella,386,13,2019,Pige
9,Olivia,378,13,2019,Pige
10,Anna,373,13,2019,Pige
11,Nora,370,13,2019,Pige
12,Alberte,350,12,2019,Pige
13,Ida,347,12,2019,Pige
14,Luna,342,12,2019,Pige
15,Josefine,329,11,2019,Pige
16,Asta,326,11,2019,Pige
17,Ellie,321,11,2019,Pige
18,Laura,312,11,2019,Pige
19,Isabella,310,11,2019,Pige
20,Lily,307,10,2019,Pige
21,Frida,287,10,2019,Pige
22,Aya,286,10,2019,Pige
23,Astrid,278,9,2019,Pige
24,Ellen,269,9,2019,Pige
25,Mathilde,268,9,2019,Pige
26,Lærke,264,9,2019,Pige
27,Maja,250,8,2019,Pige
28,Esther,238,8,2019,Pige
29,Liva,233,8,2019,Pige
30,Sofie,230,8,2019,Pige
31,Marie,226,8,2019,Pige
32,Mille,214,7,2019,Pige
33,Victoria,213,7,2019,Pige
34,Emily,212,7,2019,Pige
35,Saga,194,7,2019,Pige
36,Andrea,193,7,2019,Pige
37,Molly,189,6,2019,Pige
38,Liv,181,6,2019,Pige
39,Emilie,179,6,2019,Pige
40,Vilma,173,6,2019,Pige
41,Alba,171,6,2019,Pige
42,Lea,166,6,2019,Pige
43,Leonora,162,5,2019,Pige
44,Merle,158,5,2019,Pige
45,Mynte,157,5,2019,Pige
46,Rosa,157,5,2019,Pige
47,Sara,152,5,2019,Pige
48,Eva,146,5,2019,Pige
49,Hannah,146,5,2019,Pige
50,Gry,145,5,2019,Pige
1,Emma,486,16,2018,Pige
2,Alma,453,15,2018,Pige
3,Clara,438,15,2018,Pige
4,Freja,438,15,2018,Pige
5,Sofia,434,15,2018,Pige
6,Karla,403,14,2018,Pige
7,Agnes,399,14,2018,Pige
8,Ella,386,13,2018,Pige
9,Olivia,378,13,2018,Pige
10,Anna,373,13,2018,Pige
11,Nora,370,13,2018,Pige
12,Alberte,350,12,2018,Pige
13,Ida,347,12,2018,Pige
14,Luna,342,12,2018,Pige
15,Josefine,329,11,2018,Pige
16,Asta,326,11,2018,Pige
17,Ellie,321,11,2018,Pige
18,Laura,312,11,2018,Pige
19,Isabella,310,11,2018,Pige
20,Lily,307,10,2018,Pige
21,Frida,287,10,2018,Pige
22,Aya,286,10,2018,Pige
23,Astrid,278,9,2018,Pige
24,Ellen,269,9,2018,Pige
25,Mathilde,268,9,2018,Pige
26,Lærke,264,9,2018,Pige
27,Maja,250,8,2018,Pige
28,Esther,238,8,2018,Pige
29,Liva,233,8,2018,Pige
30,Sofie,230,8,2018,Pige
31,Marie,226,8,2018,Pige
32,Mille,214,7,2018,Pige
33,Victoria,213,7,2018,Pige
34,Emily,212,7,2018,Pige
35,Saga,194,7,2018,Pige
36,Andrea,193,7,2018,Pige
37,Molly,189,6,2018,Pige
38,Liv,181,6,2018,Pige
39,Emilie,179,6,2018,Pige
40,Vilma,173,6,2018,Pige
41,Alba,171,6,2018,Pige
42,Lea,166,6,2018,Pige
43,Leonora,162,5,2018,Pige
44,Merle,158,5,2018,Pige
45,Mynte,157,5,2018,Pige
46,Rosa,157,5,2018,Pige
47,Sara,152,5,2018,Pige
48,Eva,146,5,2018,Pige
49,Hannah,146,5,2018,Pige
50,Gry,145,5,2018,Pige
1,Ida,456,15,2017,Pige
2,Emma,453,15,2017,Pige
3,Alma,437,15,2017,Pige
4,Ella,437,15,2017,Pige
5,Sofia,423,14,2017,Pige
6,Freja,417,14,2017,Pige
7,Josefine,411,14,2017,Pige
8,Clara,395,13,2017,Pige
9,Anna,377,13,2017,Pige
10,Karla,357,12,2017,Pige
11,Laura,352,12,2017,Pige
12,Alberte,351,12,2017,Pige
13,Olivia,346,12,2017,Pige
14,Agnes,343,12,2017,Pige
15,Nora,341,11,2017,Pige
16,Lærke,296,10,2017,Pige
17,Luna,294,10,2017,Pige
18,Isabella,292,10,2017,Pige
19,Frida,290,10,2017,Pige
20,Lily,290,10,2017,Pige
21,Victoria,284,10,2017,Pige
22,Aya,282,10,2017,Pige
23,Ellen,271,9,2017,Pige
24,Ellie,265,9,2017,Pige
25,Maja,260,9,2017,Pige
26,Mathilde,254,9,2017,Pige
27,Esther,231,8,2017,Pige
28,Mille,229,8,2017,Pige
29,Sofie,229,8,2017,Pige
30,Emily,222,7,2017,Pige
31,Astrid,221,7,2017,Pige
32,Liva,209,7,2017,Pige
33,Marie,206,7,2017,Pige
34,Caroline,198,7,2017,Pige
35,Rosa,188,6,2017,Pige
36,Emilie,185,6,2017,Pige
37,Sara,184,6,2017,Pige
38,Saga,182,6,2017,Pige
39,Liv,176,6,2017,Pige
40,Andrea,175,6,2017,Pige
41,Alba,171,6,2017,Pige
42,Asta,168,6,2017,Pige
43,Hannah,166,6,2017,Pige
44,Naja,156,5,2017,Pige
45,Vilma,153,5,2017,Pige
46,Johanne,150,5,2017,Pige
47,Lea,149,5,2017,Pige
48,Vigga,147,5,2017,Pige
49,Gry,146,5,2017,Pige
50,Eva,144,5,2017,Pige
1,Sofia,480,16,2016,Pige
2,Alma,447,15,2016,Pige
3,Emma,439,15,2016,Pige
4,Ella,438,15,2016,Pige
5,Ida,428,14,2016,Pige
6,Freja,427,14,2016,Pige
7,Clara,426,14,2016,Pige
8,Anna,402,14,2016,Pige
9,Laura,396,13,2016,Pige
10,Alberte,386,13,2016,Pige
11,Josefine,378,13,2016,Pige
12,Agnes,365,12,2016,Pige
13,Isabella,333,11,2016,Pige
14,Karla,327,11,2016,Pige
15,Lærke,316,11,2016,Pige
16,Olivia,308,10,2016,Pige
17,Victoria,308,10,2016,Pige
18,Sofie,287,10,2016,Pige
19,Maja,285,10,2016,Pige
20,Mathilde,279,9,2016,Pige
21,Caroline,270,9,2016,Pige
22,Emilie,268,9,2016,Pige
23,Liva,266,9,2016,Pige
24,Esther,265,9,2016,Pige
25,Ellen,255,9,2016,Pige
26,Emily,248,8,2016,Pige
27,Aya,246,8,2016,Pige
28,Nora,239,8,2016,Pige
29,Lily,238,8,2016,Pige
30,Mille,234,8,2016,Pige
31,Sara,231,8,2016,Pige
32,Frida,223,8,2016,Pige
33,Luna,212,7,2016,Pige
34,Marie,210,7,2016,Pige
35,Astrid,201,7,2016,Pige
36,Asta,188,6,2016,Pige
37,Liv,188,6,2016,Pige
38,Vigga,187,6,2016,Pige
39,Rosa,179,6,2016,Pige
40,Naja,177,6,2016,Pige
41,Saga,170,6,2016,Pige
42,Andrea,159,5,2016,Pige
43,Ellie,155,5,2016,Pige
44,Filippa,153,5,2016,Pige
45,Nanna,151,5,2016,Pige
46,Tilde,147,5,2016,Pige
47,Signe,146,5,2016,Pige
48,Johanne,141,5,2016,Pige
49,Augusta,140,5,2016,Pige
50,Lea,140,5,2016,Pige
1,Sofia,555,19,2015,Pige
2,Freja,459,16,2015,Pige
3,Ella,449,15,2015,Pige
4,Alma,445,15,2015,Pige
5,Anna,419,14,2015,Pige
6,Emma,415,14,2015,Pige
7,Laura,412,14,2015,Pige
8,Clara,398,14,2015,Pige
9,Ida,390,13,2015,Pige
10,Isabella,388,13,2015,Pige
11,Karla,353,12,2015,Pige
12,Maja,333,11,2015,Pige
13,Victoria,333,11,2015,Pige
14,Alberte,328,11,2015,Pige
15,Josefine,328,11,2015,Pige
16,Sofie,320,11,2015,Pige
17,Agnes,317,11,2015,Pige
18,Liva,306,11,2015,Pige
19,Olivia,301,10,2015,Pige
20,Caroline,294,10,2015,Pige
21,Mathilde,294,10,2015,Pige
22,Lærke,282,10,2015,Pige
23,Emilie,278,10,2015,Pige
24,Frida,235,8,2015,Pige
25,Sara,235,8,2015,Pige
26,Lily,220,8,2015,Pige
27,Esther,215,7,2015,Pige
28,Emily,214,7,2015,Pige
29,Mille,209,7,2015,Pige
30,Marie,205,7,2015,Pige
31,Astrid,204,7,2015,Pige
32,Ellen,204,7,2015,Pige
33,Nora,203,7,2015,Pige
34,Rosa,191,7,2015,Pige
35,Aya,188,6,2015,Pige
36,Naya,186,6,2015,Pige
37,Asta,183,6,2015,Pige
38,Luna,179,6,2015,Pige
39,Vigga,175,6,2015,Pige
40,Lea,173,6,2015,Pige
41,Liv,168,6,2015,Pige
42,Johanne,164,6,2015,Pige
43,Filippa,163,6,2015,Pige
44,Julie,155,5,2015,Pige
45,Andrea,151,5,2015,Pige
46,Signe,149,5,2015,Pige
47,Nanna,147,5,2015,Pige
48,Silje,145,5,2015,Pige
49,Celina,133,5,2015,Pige
50,Gry,133,5,2015,Pige
1,Emma,496,18,2014,Pige
2,Sofia,462,17,2014,Pige
3,Ida,454,17,2014,Pige
4,Freja,429,16,2014,Pige
5,Clara,418,15,2014,Pige
6,Laura,407,15,2014,Pige
7,Anna,380,14,2014,Pige
8,Ella,379,14,2014,Pige
9,Isabella,374,14,2014,Pige
10,Karla,372,14,2014,Pige
11,Alma,355,13,2014,Pige
12,Josefine,348,13,2014,Pige
13,Olivia,337,12,2014,Pige
14,Alberte,331,12,2014,Pige
15,Maja,327,12,2014,Pige
16,Sofie,318,12,2014,Pige
17,Mathilde,314,11,2014,Pige
18,Agnes,293,11,2014,Pige
19,Lærke,291,11,2014,Pige
20,Caroline,278,10,2014,Pige
21,Liva,278,10,2014,Pige
22,Emily,263,10,2014,Pige
23,Sara,254,9,2014,Pige
24,Victoria,251,9,2014,Pige
25,Emilie,250,9,2014,Pige
26,Mille,248,9,2014,Pige
27,Frida,244,9,2014,Pige
28,Marie,215,8,2014,Pige
29,Ellen,194,7,2014,Pige
30,Rosa,189,7,2014,Pige
31,Lea,188,7,2014,Pige
32,Signe,183,7,2014,Pige
33,Filippa,181,7,2014,Pige
34,Julie,180,7,2014,Pige
35,Nora,175,6,2014,Pige
36,Liv,172,6,2014,Pige
37,Vigga,170,6,2014,Pige
38,Nanna,167,6,2014,Pige
39,Naja,157,6,2014,Pige
40,Alba,156,6,2014,Pige
41,Astrid,153,6,2014,Pige
42,Aya,153,6,2014,Pige
43,Asta,152,6,2014,Pige
44,Luna,152,6,2014,Pige
45,Malou,151,6,2014,Pige
46,Esther,146,5,2014,Pige
47,Celina,145,5,2014,Pige
48,Johanne,144,5,2014,Pige
49,Andrea,142,5,2014,Pige
50,Lily,142,5,2014,Pige
1,Sofia,516,19,2013,Pige
2,Ida,505,19,2013,Pige
3,Isabella,439,16,2013,Pige
4,Emma,410,15,2013,Pige
5,Freja,403,15,2013,Pige
6,Clara,398,15,2013,Pige
7,Sofie,389,14,2013,Pige
8,Anna,383,14,2013,Pige
9,Josefine,376,14,2013,Pige
10,Laura,368,14,2013,Pige
11,Caroline,365,13,2013,Pige
12,Maja,350,13,2013,Pige
13,Alma,340,13,2013,Pige
14,Ella,330,12,2013,Pige
15,Karla,328,12,2013,Pige
16,Olivia,321,12,2013,Pige
17,Lærke,317,12,2013,Pige
18,Liva,312,12,2013,Pige
19,Mathilde,312,12,2013,Pige
20,Alberte,306,11,2013,Pige
21,Victoria,301,11,2013,Pige
22,Agnes,272,10,2013,Pige
23,Emilie,268,10,2013,Pige
24,Frida,256,9,2013,Pige
25,Mille,236,9,2013,Pige
26,Filippa,220,8,2013,Pige
27,Sara,217,8,2013,Pige
28,Vigga,206,8,2013,Pige
29,Julie,200,7,2013,Pige
30,Naja,197,7,2013,Pige
31,Emily,195,7,2013,Pige
32,Marie,192,7,2013,Pige
33,Astrid,181,7,2013,Pige
34,Nanna,180,7,2013,Pige
35,Johanne,179,7,2013,Pige
36,Nicoline,177,7,2013,Pige
37,Lea,173,6,2013,Pige
38,Ellen,170,6,2013,Pige
39,Rosa,166,6,2013,Pige
40,Malou,160,6,2013,Pige
41,Andrea,157,6,2013,Pige
42,Silje,153,6,2013,Pige
43,Lily,142,5,2013,Pige
44,Thea,142,5,2013,Pige
45,Celina,141,5,2013,Pige
46,Merle,141,5,2013,Pige
47,Nora,141,5,2013,Pige
48,Luna,140,5,2013,Pige
49,Asta,136,5,2013,Pige
50,Esther,136,5,2013,Pige
1,Sofia,552,20,2012,Pige
2,Ida,529,19,2012,Pige
3,Freja,514,18,2012,Pige
4,Emma,512,18,2012,Pige
5,Isabella,429,15,2012,Pige
6,Sofie,427,15,2012,Pige
7,Maja,408,15,2012,Pige
8,Laura,407,15,2012,Pige
9,Clara,404,14,2012,Pige
10,Mathilde,396,14,2012,Pige
11,Anna,388,14,2012,Pige
12,Josefine,381,14,2012,Pige
13,Caroline,375,13,2012,Pige
14,Alberte,371,13,2012,Pige
15,Lærke,354,13,2012,Pige
16,Karla,338,12,2012,Pige
17,Alma,335,12,2012,Pige
18,Victoria,326,12,2012,Pige
19,Ella,321,11,2012,Pige
20,Liva,310,11,2012,Pige
21,Olivia,288,10,2012,Pige
22,Frida,274,10,2012,Pige
23,Mille,273,10,2012,Pige
24,Emilie,271,10,2012,Pige
25,Agnes,267,10,2012,Pige
26,Marie,242,9,2012,Pige
27,Sara,240,9,2012,Pige
28,Julie,233,8,2012,Pige
29,Nanna,212,8,2012,Pige
30,Filippa,197,7,2012,Pige
31,Naja,192,7,2012,Pige
32,Nicoline,186,7,2012,Pige
33,Signe,178,6,2012,Pige
34,Johanne,177,6,2012,Pige
35,Emily,176,6,2012,Pige
36,Merle,173,6,2012,Pige
37,Silje,173,6,2012,Pige
38,Lea,172,6,2012,Pige
39,Rosa,168,6,2012,Pige
40,Astrid,166,6,2012,Pige
41,Ellen,166,6,2012,Pige
42,Asta,163,6,2012,Pige
43,Katrine,162,6,2012,Pige
44,Silke,162,6,2012,Pige
45,Celina,161,6,2012,Pige
46,Luna,161,6,2012,Pige
47,Andrea,156,6,2012,Pige
48,Lily,153,5,2012,Pige
49,Tilde,151,5,2012,Pige
50,Esther,149,5,2012,Pige
1,Emma,598,21,2011,Pige
2,Ida,514,18,2011,Pige
3,Clara,508,18,2011,Pige
4,Laura,503,17,2011,Pige
5,Isabella,501,17,2011,Pige
6,Sofia,499,17,2011,Pige
7,Sofie,480,17,2011,Pige
8,Anna,467,16,2011,Pige
9,Mathilde,464,16,2011,Pige
10,Freja,462,16,2011,Pige
11,Caroline,445,15,2011,Pige
12,Lærke,425,15,2011,Pige
13,Maja,410,14,2011,Pige
14,Josefine,402,14,2011,Pige
15,Liva,366,13,2011,Pige
16,Alberte,362,13,2011,Pige
17,Karla,343,12,2011,Pige
18,Victoria,328,11,2011,Pige
19,Olivia,304,11,2011,Pige
20,Alma,302,11,2011,Pige
21,Mille,295,10,2011,Pige
22,Sarah,281,10,2011,Pige
23,Frida,275,10,2011,Pige
24,Julie,273,9,2011,Pige
25,Emilie,267,9,2011,Pige
26,Marie,258,9,2011,Pige
27,Ella,257,9,2011,Pige
28,Nanna,223,8,2011,Pige
29,Signe,219,8,2011,Pige
30,Agnes,216,8,2011,Pige
31,Nicoline,216,8,2011,Pige
32,Malou,210,7,2011,Pige
33,Filippa,203,7,2011,Pige
34,Johanne,199,7,2011,Pige
35,Cecilie,195,7,2011,Pige
36,Silje,192,7,2011,Pige
37,Lea,186,6,2011,Pige
38,Asta,185,6,2011,Pige
39,Astrid,182,6,2011,Pige
40,Naja,181,6,2011,Pige
41,Celina,168,6,2011,Pige
42,Tilde,166,6,2011,Pige
43,Emily,163,6,2011,Pige
44,Luna,163,6,2011,Pige
45,Ellen,160,6,2011,Pige
46,Katrine,159,6,2011,Pige
47,Esther,157,5,2011,Pige
48,Merle,156,5,2011,Pige
49,Selma,155,5,2011,Pige
50,Liv,151,5,2011,Pige
1,Isabella,685,22,2010,Pige
2,Ida,635,21,2010,Pige
3,Anna,573,19,2010,Pige
4,Emma,559,18,2010,Pige
5,Mathilde,552,18,2010,Pige
6,Caroline,537,17,2010,Pige
7,Maja,531,17,2010,Pige
8,Freja,517,17,2010,Pige
9,Sofie,516,17,2010,Pige
10,Laura,466,15,2010,Pige
11,Lærke,465,15,2010,Pige
12,Sarah,422,14,2010,Pige
13,Josefine,419,14,2010,Pige
14,Sofia,394,13,2010,Pige
15,Alberte,392,13,2010,Pige
16,Clara,391,13,2010,Pige
17,Liva,372,12,2010,Pige
18,Victoria,372,12,2010,Pige
19,Julie,355,12,2010,Pige
20,Emilie,352,11,2010,Pige
21,Karla,334,11,2010,Pige
22,Olivia,333,11,2010,Pige
23,Frida,327,11,2010,Pige
24,Alma,307,10,2010,Pige
25,Marie,302,10,2010,Pige
26,Mille,288,9,2010,Pige
27,Amalie,272,9,2010,Pige
28,Nanna,266,9,2010,Pige
29,Ella,265,9,2010,Pige
30,Cecilie,257,8,2010,Pige
31,Malou,238,8,2010,Pige
32,Signe,235,8,2010,Pige
33,Nicoline,228,7,2010,Pige
34,Katrine,210,7,2010,Pige
35,Astrid,205,7,2010,Pige
36,Naja,203,7,2010,Pige
37,Tilde,198,6,2010,Pige
38,Frederikke,194,6,2010,Pige
39,Silje,192,6,2010,Pige
40,Celina,183,6,2010,Pige
41,Silke,182,6,2010,Pige
42,Johanne,176,6,2010,Pige
43,Andrea,174,6,2010,Pige
44,Filippa,172,6,2010,Pige
45,Luna,169,6,2010,Pige
46,Lea,166,5,2010,Pige
47,Thea,166,5,2010,Pige
48,Asta,165,5,2010,Pige
49,Selma,158,5,2010,Pige
50,Emily,155,5,2010,Pige
1,Freja,649,21,2009,Pige
2,Ida,628,21,2009,Pige
3,Emma,620,20,2009,Pige
4,Lærke,574,19,2009,Pige
5,Caroline,571,19,2009,Pige
6,Anna,563,19,2009,Pige
7,Isabella,560,18,2009,Pige
8,Sofie,554,18,2009,Pige
9,Mathilde,511,17,2009,Pige
10,Sara,502,17,2009,Pige
11,Laura,499,16,2009,Pige
12,Maja,499,16,2009,Pige
13,Clara,454,15,2009,Pige
14,Sofia,402,13,2009,Pige
15,Julie,400,13,2009,Pige
16,Victoria,382,13,2009,Pige
17,Frida,380,13,2009,Pige
18,Josefine,372,12,2009,Pige
19,Mille,366,12,2009,Pige
20,Emilie,354,12,2009,Pige
21,Liva,339,11,2009,Pige
22,Marie,315,10,2009,Pige
23,Alberte,314,10,2009,Pige
24,Amalie,312,10,2009,Pige
25,Cecilie,312,10,2009,Pige
26,Karla,305,10,2009,Pige
27,Signe,301,10,2009,Pige
28,Alma,298,10,2009,Pige
29,Nanna,290,10,2009,Pige
30,Nicoline,249,8,2009,Pige
31,Katrine,245,8,2009,Pige
32,Olivia,225,7,2009,Pige
33,Tilde,220,7,2009,Pige
34,Malou,216,7,2009,Pige
35,Astrid,197,6,2009,Pige
36,Ella,196,6,2009,Pige
37,Johanne,196,6,2009,Pige
38,Lea,194,6,2009,Pige
39,Naja,190,6,2009,Pige
40,Jasmin,188,6,2009,Pige
41,Andrea,183,6,2009,Pige
42,Frederikke,182,6,2009,Pige
43,Asta,177,6,2009,Pige
44,Celina,175,6,2009,Pige
45,Silje,173,6,2009,Pige
46,Thea,162,5,2009,Pige
47,Esther,155,5,2009,Pige
48,Maria,154,5,2009,Pige
49,Rosa,154,5,2009,Pige
50,Liv,151,5,2009,Pige
1,Emma,784,25,2008,Pige
2,Freja,735,23,2008,Pige
3,Ida,720,23,2008,Pige
4,Caroline,688,22,2008,Pige
5,Sofie,661,21,2008,Pige
6,Mathilde,632,20,2008,Pige
7,Anna,609,19,2008,Pige
8,Laura,554,17,2008,Pige
9,Lærke,517,16,2008,Pige
10,Sara,514,16,2008,Pige
11,Maja,505,16,2008,Pige
12,Julie,483,15,2008,Pige
13,Isabella,476,15,2008,Pige
14,Clara,463,15,2008,Pige
15,Victoria,432,14,2008,Pige
16,Emilie,418,13,2008,Pige
17,Josefine,413,13,2008,Pige
18,Alberte,412,13,2008,Pige
19,Sofia,393,12,2008,Pige
20,Cecilie,358,11,2008,Pige
21,Amalie,345,11,2008,Pige
22,Frida,342,11,2008,Pige
23,Marie,342,11,2008,Pige
24,Nanna,324,10,2008,Pige
25,Signe,321,10,2008,Pige
26,Nicoline,303,10,2008,Pige
27,Liva,282,9,2008,Pige
28,Mille,279,9,2008,Pige
29,Katrine,278,9,2008,Pige
30,Malou,275,9,2008,Pige
31,Karla,263,8,2008,Pige
32,Alma,241,8,2008,Pige
33,Olivia,233,7,2008,Pige
34,Tilde,216,7,2008,Pige
35,Frederikke,215,7,2008,Pige
36,Andrea,214,7,2008,Pige
37,Astrid,207,7,2008,Pige
38,Johanne,203,6,2008,Pige
39,Maria,192,6,2008,Pige
40,Ella,190,6,2008,Pige
41,Jasmin,189,6,2008,Pige
42,Asta,186,6,2008,Pige
43,Silje,186,6,2008,Pige
44,Lea,179,6,2008,Pige
45,Celina,177,6,2008,Pige
46,Naja,175,5,2008,Pige
47,Hannah,167,5,2008,Pige
48,Rebecca,163,5,2008,Pige
49,Thea,158,5,2008,Pige
50,Camilla,154,5,2008,Pige
